upm,viv_sel,hogar,n_ren,p3_1,p3_2,p3_3,niv,gra,p3_5,p3_6,p3_7,p3_8a,p3_8b,p3_9,p3_10_1,p3_10_2,p3_10_3,p3_10_4,p3_10_5,p3_11,p3_12,p4_1,p4_2,p4_3,p4_4_1,p4_4_2,p4_4_3,p4_4_4,p4_4_5,p4_4_6,p4_4_7,p4_5,p4_6_1,p4_6_2,p4_6_3,p4_6_4,p4_6_5,p4_6_6,p4_7,p4_8_1,p4_8_2,p4_8_3,p4_8_4,p4_9_1,p4_9_2,p4_9_3,p5_1_1,p5_1_2,p5_1_3,p5_1_4,p5_1_5,p5_1_6,p5_2_1,p5_2_2,p5_2_3,p5_2_4,p5_2_5,p5_2_6,p5_2_7,p5_2_8,p5_2_9,p5_3,p5_4,p5_5,p5_6,p5_7,p5_8,p5_9_1,p5_10_1,p5_11_1,p5_12_1,p5_13_1,p5_9_2,p5_10_2,p5_11_2,p5_12_2,p5_13_2,p5_9_3,p5_10_3,p5_11_3,p5_12_3,p5_13_3,p5_9_4,p5_10_4,p5_11_4,p5_12_4,p5_13_4,p5_9_5,p5_10_5,p5_11_5,p5_12_5,p5_13_5,p5_9_6,p5_10_6,p5_11_6,p5_13_6,p5_9_7,p5_10_7,p5_11_7,p5_13_7,p5_9_8,p5_10_8,p5_11_8,p5_13_8,p5_14_1,p5_14_2,p5_14_3,p5_14_4,p5_14_5,p5_14_6,p5_14_7,p5_14_8,p5_14_9,p5_15,p5_16,p5_17,p5_18,p5_19,p5_20,p5_21,p5_22_1,p5_22_2,p5_22_3,p5_22_4,p5_22_5,p5_23,p5_24,p5_25_1,p5_25_2,p5_25_3,p5_25_4,p5_25_5,p5_26,p5_27,p5_28,p5_29,p5_30,p6_1_1,p6_1_2,p6_1_3,p6_1_4,p6_1_5,p6_2_1,p6_2_2,p6_2_3,p6_2_4,p6_2_5,p6_2_6,p6_2_7,p6_2_8,p6_2_9,p6_3,p6_4,p6_5,p6_6,p6_7,p6_8_1,p6_9_1,p6_10_1,p6_10a_1,p6_8_2,p6_9_2,p6_10_2,p6_10a_2,p6_8_3,p6_9_3,p6_10_3,p6_10a_3,p6_8_4,p6_9_4,p6_10_4,p6_10a_4,p6_8_5,p6_9_5,p6_10_5,p6_10a_5,p6_8_6,p6_9_6,p6_10_6,p6_10a_6,p6_8_7,p6_9_7,p6_10_7,p6_10a_7,p6_8_8,p6_11_1,p6_11_2,p6_11_3,p6_12_1,p6_12_2,p6_12_3,p6_12_4,p6_12_5,p6_12_6,p6_12_7,p6_12_8,p6_12_9,p6_13,p6_14,p6_15,p6_16,p6_17_1,p6_17_2,p6_17_3,p6_17_4,p6_17_5,p6_18,p6_19_1,p6_19_2,p6_19_3,p6_19_4,p6_19_5,p6_19_6,p6_19_9,edad,sexo,region,tloc,est_dis,upm_dis,fac_per
100451,2,1,3,3,6,1,6,3,1,,2,16000,3,1,2,2,1,2,2,6,1,2,,,2,1,1,2,2,1,2,1,,,,,,,2,2,2,3,1,1,1,1,2,1,2,2,2,1,0,0,1,0,0,0,1,0,0,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,32,1,3,1,3,13,4690
100451,3,1,2,2,5,0,2,6,8,4,,,,,,,,,,,1,2,,,2,2,2,2,2,2,1,1,,,,,,,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,55,2,3,1,3,13,2102
100451,4,1,1,1,2,0,2,3,5,4,,,,,,,,,,,2,2,,,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,3,3,1,2,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,66,2,3,1,3,13,4040
100451,5,1,1,1,4,3,3,3,1,,2,1100,1,1,1,2,2,2,2,1,1,2,,,2,1,1,1,2,1,2,1,,,,,,,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,1,,,,,1,1,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,,,,2,,,,,,2,,,,,,,,,2,2,,1,2,2,1,2,1,0,0,1,1,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,48,2,3,1,3,13,961
100483,1,1,1,1,6,1,8,4,1,,2,20000,3,2,1,2,1,2,2,1,1,1,4,3,2,1,1,2,1,2,2,1,,,,,,,2,1,1,2,3,1,1,1,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,1,1,,,,,1,3,1,1,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,0,0,1,0,0,0,0,0,0,1,2,,30,,,1,1,1,2,2,2,1,1,1,2,2,1,2,10,,,2,,2,2,2,2,2,,,,,,,,,,1,,,,,1,1,2,,2,,,,2,,,,2,,,,1,2,2,,2,,,,2,,,,2,1,1,1,,,,,,,,,,3,,4,1,1,1,2,2,1,2,,,,,,,,27,2,3,1,4,14,1419
100483,2,1,2,2,5,1,4,3,8,4,,,,,,,,,,,2,2,,,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,3,3,1,9,1,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,2,,,,,1,1,3,1,2,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,4,,,2,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,64,2,3,1,4,14,2945
100483,3,1,3,3,5,2,8,4,8,4,,,,,,,,,,,1,2,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,3,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,30,1,3,1,4,14,2564
100483,4,1,1,2,5,0,7,3,8,4,,,,,,,,,,,1,2,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,9,2,2,2,2,2,1,1,0,0,0,1,0,0,0,0,0,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,26,2,3,1,4,14,2838
100483,5,1,1,1,5,0,7,3,1,,5,800,1,2,2,2,1,2,2,6,1,1,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,1,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,69,1,3,1,4,14,3206
100502,1,1,3,3,6,0,8,5,1,,2,15000,3,1,1,2,2,2,2,1,1,1,4,4,1,1,1,1,1,2,2,1,,,,,,,2,1,1,1,1,1,1,1,2,2,2,1,2,2,0,0,0,0,0,1,0,0,0,1,1,,,,,1,1,1,1,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,0,0,0,1,1,0,0,0,0,1,2,,12,,,1,1,2,2,2,2,1,1,1,2,2,1,2,20,,,1,9,2,2,2,2,2,,,,,,,,,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,23,1,3,1,5,15,5430
100502,3,1,2,3,6,0,8,5,1,,2,1800,3,1,1,2,2,2,2,2,1,2,,,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,2,8,1,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,2,1,,,,,1,1,88,1,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,0,0,0,0,1,0,0,0,0,2,,,1,,,2,,,,,,2,,,,,,,,,4,2,,2,2,2,1,2,1,0,0,0,0,1,0,0,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,23,1,3,1,5,15,4073
100502,4,1,2,2,5,3,8,5,1,,2,99888,,,,,,,,2,1,1,3,3,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,1,1,15,1,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,3,,,2,,,,,,2,,,,,,,,,2,1,9,1,2,2,2,2,1,0,0,0,0,0,0,0,0,1,,,,,1,1,2,,1,2,2,,1,1,2,,1,2,2,,2,,,,2,,,,2,,,,2,2,2,1,1,0,0,0,0,0,0,0,0,2,,2,1,1,1,2,2,2,1,0,1,0,0,0,0,0,44,2,3,1,5,15,2581
100502,5,1,1,1,5,1,8,4,8,2,1,,,,,,,,,,1,2,,,1,2,2,2,2,2,2,1,,,,,,,2,1,1,2,3,1,2,1,2,2,2,2,2,1,1,0,0,0,0,1,0,0,0,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,67,1,3,1,5,15,2626
100504,2,1,2,2,5,0,2,6,1,,4,0,,,,,,,,6,1,2,,,2,2,1,1,2,1,2,1,,,,,,,2,1,2,3,3,1,1,1,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,2,2,,,,,,,,,,2,2,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,54,2,3,1,5,16,5242
100504,3,1,1,2,5,0,8,4,1,,1,,,,,,,,,,1,2,,,2,2,1,2,2,2,2,1,,,,,,,2,1,1,1,3,1,9,1,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,2,,,,,2,,,,,2,,,,,1,1,3,1,1,2,,,,,2,,,,2,,,,2,,,,0,0,1,0,0,0,0,0,0,,,,88,,,2,,,,,,2,,,,,,,,,1,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,53,2,3,1,5,16,5242
100504,4,1,1,1,5,4,9,2,1,,2,99888,,,,,,,,1,1,1,4,4,1,2,1,1,1,1,2,1,,,,,,,2,1,1,3,1,1,2,1,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,1,1,5,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,,,,2,,,,,,2,,,,,,,,,2,2,,2,2,2,2,2,,,,,,,,,,1,,,,,2,,,,1,1,2,,2,,,,2,,,,2,,,,2,,,,2,,,,2,2,2,2,,,,,,,,,,2,,4,1,1,2,2,2,2,3,,,,,,,,37,1,3,1,5,16,2925
100565,1,1,1,1,3,2,6,3,1,,2,1100,1,1,2,2,1,2,2,1,1,2,,,1,1,2,2,2,2,2,1,,,,,,,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,0,0,1,1,0,0,0,0,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,2,2,2,2,0,0,0,0,1,0,0,0,0,1,,,,,1,2,2,,2,,,,2,,,,2,,,,2,,,,1,1,2,,2,,,,2,1,1,1,,,,,,,,,,1,,4,1,1,1,2,2,2,2,,,,,,,,40,2,3,1,4,17,1051
100565,2,1,1,1,5,2,3,3,1,,2,1600,1,2,1,2,2,2,2,1,1,2,,,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,2,1,,,,,1,1,1,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,,,,2,,,,,,2,,,,,,,,,4,1,1,2,2,2,2,2,,,,,,,,,,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,2,,2,,,,2,1,2,2,,,,,,,,,,,,,2,,,,,,3,,,,,,,,47,1,3,1,4,17,4509
100565,3,1,3,3,6,0,8,2,1,,2,1000,1,1,2,2,1,2,2,6,1,2,,,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,1,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,1,1,2,0,0,0,0,1,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,23,2,3,1,4,17,4256
100565,4,1,1,1,5,6,6,3,1,,2,99888,,,,,,,,1,1,1,3,3,2,2,2,2,1,2,2,1,,,,,,,2,2,1,3,3,1,1,1,2,2,1,2,2,2,1,0,0,1,0,0,0,0,0,2,1,,,,,1,1,88,1,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,10,,,2,,,,,,1,1,1,1,1,1,2,20,,,2,,2,2,2,2,2,,,,,,,,,,1,,,,,1,4,2,,2,,,,2,,,,2,,,,1,1,2,,1,1,2,,2,,,,2,1,1,1,,,,,,,,,,1,,4,2,,,,,,2,,,,,,,,59,1,3,1,4,17,5211
100565,5,1,1,1,2,0,2,6,8,4,,,,,,,,,,,1,2,,,2,2,2,1,2,2,2,1,,,,,,,2,1,1,3,3,1,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,50,2,3,1,4,17,2298
100601,1,1,1,1,6,0,8,4,4,4,,,,,,,,,,,1,1,2,3,2,2,2,1,2,2,2,1,,,,,,,2,1,1,1,1,1,1,1,2,2,2,1,2,1,0,0,1,0,0,1,0,0,0,1,1,,,,,2,,,,,2,,,,,2,,,,,1,1,99,2,2,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,1,2,2,1,2,4,,,1,9,2,2,2,2,2,,,,,,,,,,1,,,,,1,2,2,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,1,2,,,,,,,,,,4,,4,2,,,,,,3,,,,,,,,23,2,3,1,4,18,1372
100601,2,1,2,2,5,0,5,4,6,4,,,,,,,,,,,1,1,3,5,2,2,2,1,2,2,2,1,,,,,,,2,1,1,2,3,1,2,1,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,1,1,15,1,1,1,1,5,1,1,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,1,0,0,0,0,0,0,0,0,1,2,,0,1,5,1,1,2,2,2,1,2,,,,,,,,,2,2,,2,2,2,2,1,0,1,0,0,0,0,0,0,0,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,65,2,3,1,4,18,1424
100601,3,1,1,1,5,0,2,6,8,1,5,2500,3,1,1,2,1,2,2,9,1,2,,,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,3,3,3,1,1,1,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,2,,,,,1,1,10,2,2,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,8,2,,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,,,,,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,2,1,2,,,,,,,,,,0,6,1,2,,,,,,2,,,,,,,,67,2,3,1,4,18,1424
100601,4,1,2,2,5,0,3,3,1,,2,1800,1,2,2,2,1,2,2,1,1,2,,,2,2,1,1,2,1,2,1,,,,,,,2,1,1,2,3,1,1,1,2,2,2,2,2,2,,,,,,,,,,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,1,1,2,0,0,0,0,0,0,0,1,0,1,,,,,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,1,1,2,1,1,2,,2,1,2,2,0,0,1,0,0,0,0,0,0,1,,1,2,,,,,,1,0,0,0,0,0,0,1,47,2,3,1,4,18,2032
100601,5,1,1,1,5,1,2,3,6,4,,,,,,,,,,,2,2,,,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,3,1,2,8,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,2,,,,,1,1,10,2,2,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,9,2,2,2,2,1,0,0,0,0,0,0,1,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,70,1,3,1,4,18,2067
100628,1,1,3,3,6,0,6,2,1,,2,1400,1,2,1,2,2,2,2,1,1,2,,,1,1,2,2,2,2,2,1,,,,,,,2,1,1,1,3,1,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,0,2,1,,,,,1,1,10,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,,,,2,,,,,,2,,,,,,,,,1,1,9,2,2,2,2,2,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,29,2,3,1,4,19,7100
100628,2,1,1,1,5,3,6,3,1,,2,99888,,,,,,,,1,1,2,,,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,,,,,,,,,,1,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,2,2,2,,,,,,,,,,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,54,1,3,1,4,19,3477
100628,3,1,3,3,6,0,8,1,1,,2,5500,3,1,2,2,1,2,2,6,1,2,,,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,2,1,,,,,1,2,3,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,,,,2,,,,,,1,1,2,1,2,2,2,3,,,1,3,2,2,2,2,2,,,,,,,,,,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,21,1,3,1,4,19,3318
100628,4,1,5,3,6,0,6,2,1,,2,2000,1,1,2,2,1,2,2,1,1,2,,,1,1,1,1,2,2,2,1,,,,,,,2,1,2,2,2,1,1,1,2,2,1,2,1,1,0,0,1,0,0,0,0,0,0,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,2,2,2,,,,,,,,,,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,2,,2,,,,2,1,1,1,,,,,,,,,,,,,2,,,,,,3,,,,,,,,28,1,3,1,4,19,5530
100628,5,1,1,1,3,2,8,5,1,,2,7000,3,1,1,2,2,2,2,2,1,1,2,4,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,0,0,0,0,0,1,0,0,0,2,1,,,,,1,1,20,2,2,2,,,,,2,,,,,1,1,88,2,2,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,1,1,,,,1,2,1,1,2,2,1,2,2,2,2,2,2,,3,,2,,1,2,2,2,2,0,1,0,0,0,0,0,0,0,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,2,,2,,,,2,2,1,2,,,,,,,,,,,,,2,,,,,,3,,,,,,,,52,2,3,1,4,19,2300
100699,1,1,3,3,6,0,8,1,1,,2,1000,2,1,1,2,2,2,2,6,1,2,,,1,2,2,1,2,2,2,1,,,,,,,2,1,1,1,3,1,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,2,1,,,,,1,1,88,1,1,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,0,1,0,0,0,0,0,0,0,1,2,,1,,,2,,,,,,1,1,2,2,2,1,2,2,,,2,,2,2,2,2,2,,,,,,,,,,1,,,,,1,1,2,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,2,1,1,,,,,,,,,,1,,4,2,,,,,,2,,,,,,,,19,2,3,1,4,20,4407
100699,2,1,1,1,5,7,3,3,1,,2,630,1,2,2,2,1,2,2,1,1,2,,,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,3,1,1,1,1,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,2,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,0,0,0,1,0,0,0,0,0,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,2,,2,,,,2,1,2,2,,,,,,,,,,,,,2,,,,,,3,,,,,,,,43,1,3,1,4,20,2334
100699,3,1,2,2,5,3,6,3,1,,2,500,1,1,2,2,1,2,2,1,1,2,,,1,1,2,2,2,2,2,1,,,,,,,2,2,1,3,2,1,1,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,34,2,3,1,4,20,2163
100699,4,1,2,2,5,2,3,3,1,,4,500,1,2,2,2,1,2,2,6,1,1,2,3,2,2,2,2,2,1,2,1,,,,,,,2,2,1,2,1,1,1,1,1,2,2,1,2,1,0,1,0,0,0,0,0,0,0,1,2,2,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,41,2,3,1,4,20,3263
100699,5,1,2,1,5,1,3,3,1,,2,1500,1,2,2,2,1,2,2,6,1,1,3,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,2,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,2,2,2,,,,,,,,,,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,52,1,3,1,4,20,3597
100703,1,1,2,2,1,5,2,6,1,,4,350,1,2,2,2,1,2,2,6,1,2,,,2,2,2,1,2,2,2,1,,,,,,,2,1,2,2,3,1,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,1,1,2,0,0,0,0,0,0,0,1,0,1,,,,,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,1,2,,,,,,,,,,0,1,4,2,,,,,,2,,,,,,,,37,2,3,1,4,21,2116
100703,2,1,2,2,5,0,6,3,5,4,,,,,,,,,,,2,1,3,5,2,2,2,1,2,2,2,1,,,,,,,2,1,1,3,2,1,2,1,2,2,2,2,2,2,,,,,,,,,,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,41,2,3,1,4,21,2129
100703,4,1,1,1,6,2,8,5,6,4,,,,,,,,,,,1,1,3,5,2,2,1,1,1,2,2,1,,,,,,,2,1,1,3,1,1,1,1,2,2,1,2,1,2,0,0,0,1,0,0,0,0,0,1,1,,,,,1,1,10,1,1,1,1,4,1,1,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,0,0,0,0,0,1,0,0,0,1,2,,0,2,,2,,,,,,2,,,,,,,,,2,1,9,2,2,2,2,1,0,0,0,1,0,0,0,0,0,2,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,54,2,3,1,4,21,1164
